avg_monthly_hrs,department,filed_complaint,last_evaluation,n_projects,recently_promoted,salary,satisfaction,status,tenure,employee_id
158,D00-SS,NULL,0.551962,5,NULL,low,0.928772,Employed,3,108818
287,D00-SS,1,0.968704,6,NULL,low,0.263761,Employed,5,110193
213,D00-ENG,NULL,0.616919,4,NULL,high,0.810618,Employed,4,109614
196,NULL,NULL,0.455299,6,NULL,medium,0.561837,Employed,2,105665
249,D00-ENG,NULL,0.799352,6,NULL,medium,0.0774383,Left,4,115528
202,D00-MT,NULL,0.84097,5,NULL,low,0.943672,Employed,2,119782
223,D00-IT,NULL,0.57156,3,NULL,low,0.939299,Employed,3,113747
132,D00-IT,NULL,0.7203,4,NULL,medium,0.866303,Employed,4,115117
254,D00-PD,NULL,0.864997,4,NULL,low,0.927151,Employed,7,102084
232,D00-SS,NULL,0.563007,3,NULL,low,0.788855,Employed,2,110529
160,D00-SS,NULL,0.829087,4,NULL,low,0.2592,Employed,5,102988
241,D00-SP,1,0.521829,3,NULL,low,0.915623,Employed,6,105960
205,D00-ENG,NULL,0.866407,4,NULL,medium,0.763966,Employed,4,104407
271,D00-SS,NULL,0.723271,3,NULL,medium,0.991973,Employed,4,116468
257,D00-MN,NULL,NULL,4,NULL,high,0.58492,Employed,2,112896
137,D00-ENG,NULL,0.958521,4,NULL,medium,0.603125,Employed,3,102946
252,#NAME?,NULL,0.906754,3,NULL,high,0.689849,Employed,2,115454
308,D00-SS,NULL,0.842773,6,NULL,medium,0.177488,Left,5,117044
179,D00-ENG,NULL,0.776011,5,NULL,medium,0.252164,Employed,6,115890
278,D00-ENG,NULL,0.627863,5,NULL,low,0.901878,Employed,2,107395
245,D00-ENG,1,0.807585,4,1,low,0.662989,Employed,3,117760
213,D00-SP,NULL,0.795313,6,NULL,medium,0.26523,Employed,4,111118
217,D00-PR,1,0.881621,6,1,medium,0.667314,Employed,4,115188
207,D00-SP,NULL,0.921398,4,NULL,low,0.796738,Employed,3,119282
168,D00-IT,NULL,0.773403,3,NULL,low,0.818104,Employed,2,119239
198,D00-SS,NULL,0.937445,5,NULL,medium,0.91938,Employed,2,115984
165,D00-SS,NULL,0.576222,4,NULL,high,0.492006,Employed,2,104667
250,D00-PD,NULL,0.640381,5,NULL,low,0.58821,Employed,2,111783
216,#NAME?,NULL,0.819018,3,NULL,high,0.308606,Employed,3,115801
140,D00-SP,NULL,0.613045,3,NULL,medium,0.989031,Employed,2,106311
276,D00-SS,NULL,0.703344,4,NULL,low,0.1442,Employed,4,118282
218,D00-PD,NULL,0.906876,5,NULL,low,0.971465,Left,6,103776
233,D00-ENG,NULL,0.752626,5,NULL,high,0.719873,Employed,3,101352
256,NULL,NULL,0.653081,3,NULL,low,0.882624,Employed,4,115522
235,D00-ENG,NULL,0.946399,3,NULL,medium,0.608787,Employed,2,100110
239,D00-SS,NULL,0.764004,3,NULL,low,0.236021,Employed,6,117747
200,D00-SS,1,0.601188,5,NULL,low,0.671675,Employed,8,103896
257,D00-ENG,NULL,0.864304,5,NULL,medium,0.776482,Left,5,105165
206,D00-MT,NULL,0.974725,2,NULL,low,0.487745,Employed,2,102556
219,D00-ENG,NULL,0.883062,3,NULL,medium,0.680834,Employed,3,104907
232,D00-ENG,NULL,0.829786,6,NULL,low,0.91896,Employed,6,112263
116,D00-ENG,1,0.667969,5,NULL,high,0.339059,Employed,5,104496
170,D00-SS,NULL,0.815429,4,NULL,medium,0.722179,Employed,6,115503
229,D00-SS,NULL,0.890058,5,NULL,low,0.705402,Left,5,118478
143,D00-ENG,NULL,0.648021,5,NULL,low,0.564905,Employed,2,115748
260,D00-ENG,NULL,0.7786,5,NULL,low,0.695458,Employed,2,110891
198,D00-SS,NULL,0.618434,3,NULL,medium,0.974343,Employed,2,117536
226,D00-SS,NULL,0.519427,5,NULL,low,0.824263,Employed,4,103865
238,D00-ENG,NULL,0.780446,3,NULL,medium,0.755344,Employed,2,109186
133,D00-AD,NULL,0.798836,3,NULL,medium,0.715131,Employed,3,105714
204,D00-SS,1,0.745763,3,NULL,low,0.378266,Employed,4,118021
237,D00-IT,NULL,0.638147,4,NULL,low,0.970314,Employed,3,110947
178,D00-MN,NULL,NULL,5,NULL,low,0.694261,Employed,2,115605
221,D00-SS,NULL,0.973195,3,NULL,low,0.598193,Employed,3,110483
158,D00-PR,NULL,NULL,2,NULL,medium,0.792825,Employed,3,119257
122,D00-SP,NULL,0.790879,3,NULL,high,0.50733,Employed,3,100870
199,D00-FN,1,0.952493,3,NULL,high,0.652889,Employed,3,117912
253,D00-SP,NULL,0.849776,3,NULL,high,0.834503,Employed,3,101900
196,D00-SP,NULL,0.642372,4,NULL,medium,0.883223,Employed,3,109948
97,D00-ENG,NULL,0.567352,5,NULL,low,0.86582,Employed,6,101073
275,D00-SP,NULL,0.923298,6,NULL,low,0.10056,Left,4,104932
116,NULL,1,0.496102,2,NULL,low,0.304222,Employed,6,118853
224,D00-SS,1,0.74533,3,NULL,low,0.756088,Employed,2,103295
265,D00-IT,NULL,0.790514,5,NULL,low,0.666049,Employed,3,119261
167,D00-SP,1,0.686935,4,NULL,low,0.661807,Employed,3,114742
192,D00-FN,NULL,0.547402,3,NULL,medium,0.604671,Employed,3,106321
95,D00-TP,NULL,NULL,3,NULL,medium,NULL,Employed,NULL,102453
190,D00-SS,NULL,0.791673,4,NULL,medium,0.647329,Employed,2,110750
103,D00-SS,NULL,0.84703,6,NULL,low,0.524898,Employed,4,114849
165,D00-PR,NULL,0.900387,4,NULL,medium,0.77282,Employed,3,107412
170,D00-SS,NULL,0.84356,3,NULL,low,0.522508,Employed,2,115006
175,D00-SS,NULL,0.848641,3,1,medium,0.823755,Employed,3,102156
150,D00-ENG,NULL,0.799693,2,NULL,low,0.909729,Employed,3,103133
262,D00-SS,NULL,0.8512,4,NULL,medium,0.965832,Employed,2,115177
152,D00-IT,NULL,0.521294,2,NULL,low,0.33221,Left,3,117630
227,D00-SP,NULL,0.530844,5,NULL,low,0.705917,Employed,2,135077
187,D00-MN,NULL,0.960286,4,NULL,high,0.681413,Employed,3,102040
145,D00-ENG,NULL,0.501823,2,NULL,low,0.429029,Left,3,119263
162,D00-SP,NULL,NULL,4,NULL,medium,0.886664,Employed,3,109679
310,D00-SP,NULL,0.929111,7,NULL,medium,0.147992,Left,4,106255
184,NULL,NULL,1,5,NULL,low,0.271305,Employed,5,105117
140,D00-PD,NULL,0.540717,4,NULL,medium,0.910448,Employed,3,101276
189,D00-IT,1,0.649833,4,NULL,medium,0.752231,Employed,2,105008
257,D00-SS,1,0.737154,5,NULL,medium,0.153237,Employed,4,108319
246,D00-SP,NULL,0.328417,5,NULL,medium,0.461553,Employed,3,110714
266,#NAME?,NULL,0.81648,4,NULL,low,0.333691,Employed,4,107427
226,D00-SS,NULL,0.861479,5,NULL,high,0.645163,Employed,4,105338
207,D00-PD,NULL,0.692494,3,NULL,low,0.655194,Employed,4,118062
152,D00-PD,1,NULL,4,NULL,medium,0.860033,Employed,2,118723
218,D00-SP,NULL,0.520994,4,NULL,medium,0.574506,Employed,3,104922
283,D00-SS,NULL,0.881137,4,NULL,high,0.375237,Employed,2,101447
275,D00-MN,NULL,0.530737,4,NULL,medium,0.859749,Employed,3,111713
137,NULL,NULL,0.571709,3,NULL,medium,0.712354,Employed,3,109541
180,D00-SS,NULL,0.873993,3,NULL,medium,0.749138,Employed,7,106710
168,D00-SP,NULL,0.647706,2,NULL,low,0.653169,Employed,3,103349
229,D00-SS,NULL,0.581646,4,NULL,low,0.503912,Employed,4,105513
188,D00-SP,NULL,0.901859,3,NULL,low,0.423174,Employed,5,118718
239,D00-SS,NULL,0.452097,6,NULL,low,0.36001,Employed,3,119834
246,D00-SS,NULL,0.728957,6,NULL,low,0.7728,Employed,6,118740
180,D00-SP,NULL,0.610063,3,NULL,low,0.275229,Employed,3,109056
289,D00-SS,NULL,0.907194,7,NULL,low,0.167997,Left,4,102252
121,D00-SS,NULL,0.860345,5,NULL,medium,0.208106,Employed,2,106336
256,D00-SP,NULL,0.921946,3,NULL,low,0.813018,Employed,3,144128
269,D00-IT,1,0.584699,4,NULL,low,0.162189,Employed,5,104634
173,D00-MT,NULL,0.48907,4,NULL,medium,0.53056,Employed,2,115431
188,D00-FN,NULL,0.862308,3,NULL,medium,1,Employed,4,116365
142,D00-ENG,NULL,0.461322,5,NULL,low,0.922984,Employed,2,106885
158,D00-IT,NULL,0.783455,4,NULL,high,0.735353,Employed,3,110501
169,D00-SS,NULL,0.921982,5,NULL,medium,0.247343,Employed,5,111954
238,D00-MN,NULL,0.782985,4,NULL,low,0.944999,Employed,2,109039
178,NULL,NULL,0.988218,3,NULL,medium,0.115232,Employed,4,114447
252,D00-PD,NULL,0.804571,3,NULL,low,0.471378,Employed,4,109488
194,D00-SS,NULL,NULL,5,NULL,medium,0.473658,Employed,3,110843
256,D00-PD,NULL,0.33132,3,NULL,medium,0.818834,Employed,3,114452
198,D00-ENG,NULL,0.811291,3,NULL,low,0.813118,Employed,2,103762
249,D00-AD,NULL,0.930941,3,NULL,low,0.772286,Employed,4,113602
229,D00-SP,NULL,0.643311,3,NULL,medium,0.794097,Employed,3,110299
142,D00-PD,1,0.508769,3,NULL,medium,0.456179,Employed,3,105718
253,D00-SP,NULL,0.679351,5,NULL,low,0.156303,Employed,5,119197
279,D00-SS,NULL,0.770011,4,NULL,medium,0.376761,Employed,6,104474
205,D00-MT,NULL,NULL,3,NULL,high,0.831848,Employed,3,108910
100,D00-TP,NULL,NULL,2,NULL,low,NULL,Employed,NULL,108924
243,D00-SS,NULL,0.663546,3,NULL,medium,0.727829,Employed,2,135522
253,#NAME?,NULL,NULL,4,NULL,medium,0.742761,Employed,3,117922
164,D00-SS,NULL,0.563329,3,NULL,medium,0.918433,Employed,3,112583
272,D00-SS,1,0.645428,3,NULL,low,0.916407,Employed,2,113513
128,D00-PD,NULL,0.700102,4,NULL,low,0.695448,Employed,5,103644
124,D00-TP,NULL,NULL,1,NULL,low,NULL,Employed,NULL,108546
141,D00-SS,1,0.943619,6,NULL,low,0.196958,Employed,3,115547
191,D00-SS,NULL,0.738217,3,NULL,medium,1,Employed,2,107014
130,NULL,NULL,NULL,2,NULL,low,0.375726,Left,3,105705
179,NULL,NULL,0.588934,5,NULL,low,0.412418,Employed,5,105114
235,D00-PD,NULL,0.638484,5,NULL,low,0.614638,Employed,2,114346
229,D00-MT,NULL,0.96547,5,NULL,medium,0.457797,Employed,4,112220
251,D00-SS,NULL,0.939963,3,NULL,medium,0.770066,Employed,6,117571
221,D00-SP,NULL,0.718973,3,NULL,medium,0.890408,Employed,2,100588
247,D00-AD,NULL,NULL,3,NULL,low,0.911566,Employed,3,103440
127,D00-IT,NULL,0.569999,2,NULL,low,0.40326,Left,3,106448
215,NULL,NULL,0.85424,4,NULL,low,0.770329,Employed,2,107306
214,D00-SS,1,0.453878,5,1,medium,0.906071,Employed,6,106076
214,D00-ENG,1,NULL,4,NULL,low,0.516769,Employed,3,119753
231,D00-SP,NULL,0.673389,3,NULL,medium,0.941345,Employed,4,102616
172,D00-MN,NULL,0.772557,3,1,high,0.519199,Employed,10,116425
137,D00-SS,NULL,0.481247,3,NULL,medium,0.425163,Employed,3,102388
240,D00-PD,NULL,0.89371,4,NULL,medium,0.466295,Employed,8,119778
157,D00-SS,NULL,0.813038,3,1,medium,0.761751,Employed,3,115000
146,D00-SP,NULL,0.947692,5,NULL,low,0.690981,Employed,3,111462
134,D00-IT,NULL,0.588732,5,NULL,medium,1,Employed,3,101503
177,D00-IT,NULL,0.609754,5,NULL,high,0.5541,Employed,2,118378
208,D00-ENG,1,0.982664,5,NULL,medium,0.752939,Employed,4,113788
260,D00-ENG,1,0.740765,5,NULL,low,0.541114,Employed,2,116588
160,D00-IT,NULL,0.512017,2,NULL,low,0.438067,Left,3,107942
256,NULL,NULL,0.622816,4,NULL,low,0.723908,Employed,3,115914
249,D00-SP,NULL,0.739915,5,NULL,medium,0.646666,Employed,2,107161
174,D00-SP,NULL,0.494524,3,NULL,medium,0.995299,Employed,3,100545
55,D00-TP,NULL,NULL,1,NULL,medium,NULL,Employed,NULL,109096
181,D00-PR,1,NULL,3,NULL,low,0.592693,Employed,3,100717
145,D00-SS,1,0.755159,3,NULL,medium,0.52747,Employed,3,108182
178,D00-SS,NULL,0.887461,3,NULL,medium,0.882892,Employed,4,108091
141,D00-PR,NULL,0.550365,3,NULL,low,0.649353,Employed,3,101021
167,D00-MN,NULL,0.650484,4,NULL,low,0.500921,Employed,2,110805
201,D00-SP,NULL,0.840877,4,NULL,low,0.682374,Employed,10,108677
192,D00-ENG,NULL,0.617473,3,NULL,medium,0.547374,Employed,3,101465
158,NULL,NULL,0.41299,3,NULL,low,0.6031,Employed,3,113540
254,D00-MT,NULL,0.641672,3,NULL,medium,1,Employed,3,109364
139,D00-ENG,NULL,0.86355,4,NULL,medium,0.924942,Employed,8,102460
241,#NAME?,NULL,0.950966,3,NULL,low,0.705984,Employed,3,111511
194,D00-SS,NULL,0.89156,4,NULL,low,0.120413,Employed,4,107770
181,D00-ENG,NULL,0.641214,3,NULL,high,0.617925,Employed,2,117782
207,D00-ENG,1,0.83944,2,NULL,low,0.887375,Employed,4,111502
212,D00-SS,NULL,0.997518,4,NULL,low,0.841499,Employed,3,104213
197,D00-IT,NULL,0.558628,3,NULL,medium,0.987275,Employed,2,109472
243,D00-SS,NULL,0.774293,5,NULL,low,1,Employed,3,106733
277,D00-SS,NULL,0.921705,7,NULL,low,0.159033,Left,5,108685
270,D00-SS,NULL,0.892215,6,NULL,low,0.0757237,Left,4,108090
140,D00-SS,NULL,0.467978,2,NULL,low,0.461881,Left,3,113338
252,D00-PD,NULL,0.980009,3,NULL,high,0.673061,Employed,2,100867
150,D00-SS,NULL,0.621068,5,NULL,low,0.532393,Employed,2,101634
211,D00-ENG,NULL,0.417448,2,NULL,low,0.954902,Employed,3,105512
172,D00-MT,NULL,0.568547,4,NULL,low,0.81465,Employed,2,119928
260,D00-ENG,NULL,0.587155,5,NULL,medium,0.660227,Employed,3,114673
247,D00-ENG,NULL,0.930701,3,NULL,medium,0.786224,Employed,3,116233
213,D00-PD,1,0.540291,2,NULL,low,0.466583,Employed,3,108244
122,D00-TP,1,NULL,1,NULL,low,NULL,Employed,NULL,108289
174,D00-SS,NULL,NULL,4,NULL,low,0.523558,Employed,3,119996
273,D00-SS,NULL,0.823532,4,NULL,medium,0.856899,Employed,10,109394
247,D00-SS,NULL,1,5,NULL,medium,0.898056,Left,5,118927
277,D00-ENG,NULL,0.978016,6,NULL,low,0.145739,Left,5,108850
181,D00-PD,NULL,0.658602,6,NULL,high,0.832885,Employed,4,102395
233,D00-SP,NULL,0.791645,5,NULL,low,0.652752,Employed,3,111191
263,D00-ENG,1,0.968086,3,NULL,high,0.907207,Employed,3,104603
205,D00-ENG,NULL,0.674984,4,NULL,low,0.741814,Employed,3,134486
223,D00-SS,NULL,0.912005,4,NULL,medium,0.757699,Employed,5,101302
263,D00-SS,NULL,0.611798,5,NULL,high,0.95823,Employed,3,119811
283,D00-IT,NULL,NULL,3,NULL,low,0.550004,Employed,3,130084
154,D00-SS,NULL,0.676479,3,NULL,high,0.594986,Employed,2,119336
196,NULL,1,0.810491,4,NULL,low,0.590061,Employed,3,117686
181,D00-SS,1,0.691445,3,NULL,medium,0.804302,Employed,2,113488
242,D00-MT,NULL,1,4,NULL,medium,0.182098,Employed,6,119973
254,D00-MT,NULL,0.904478,5,NULL,medium,0.931518,Employed,2,112915
243,D00-SS,NULL,0.808042,4,NULL,medium,0.841532,Left,5,118587
232,D00-SS,NULL,0.743681,5,NULL,low,0.908144,Employed,3,117201
204,D00-MT,1,0.775666,3,NULL,medium,0.903413,Employed,2,116887
202,D00-ENG,NULL,0.480143,3,NULL,low,0.994314,Employed,6,107049
176,D00-FN,NULL,0.90134,5,1,medium,0.905492,Employed,6,100694
213,D00-SS,1,0.363065,3,1,low,0.731735,Employed,5,116622
173,D00-FN,NULL,0.502622,5,NULL,high,0.787737,Employed,3,108480
250,D00-MT,NULL,0.847177,3,NULL,low,0.706934,Employed,3,108036
147,D00-ENG,NULL,0.690224,3,NULL,low,0.884528,Employed,4,108396
220,D00-PD,NULL,0.837436,4,NULL,low,0.866462,Employed,2,119171
177,D00-SP,NULL,0.676904,4,NULL,low,0.516448,Employed,2,103126
300,D00-SS,NULL,0.840493,7,NULL,medium,0.111424,Left,4,100165
207,D00-AD,NULL,0.503561,3,NULL,medium,0.66068,Employed,3,101592
103,D00-MT,NULL,0.409888,2,NULL,medium,0.652517,Employed,8,104144
240,D00-SS,NULL,0.582982,3,NULL,medium,0.46596,Employed,3,110608
106,D00-SS,NULL,0.940094,4,NULL,medium,0.192427,Employed,2,114266
153,D00-SS,NULL,0.373674,4,NULL,medium,0.382355,Employed,2,105750
258,D00-ENG,1,0.948669,4,NULL,medium,0.918056,Employed,3,116554
192,D00-SS,NULL,0.62372,4,NULL,medium,0.677443,Employed,3,109038
246,D00-SP,NULL,0.728094,6,NULL,medium,0.13494,Employed,4,102910
156,D00-SS,NULL,0.691107,5,NULL,low,0.577336,Employed,4,102240
221,D00-SS,NULL,0.803128,3,NULL,high,0.254338,Employed,3,104956
134,D00-ENG,NULL,0.720191,4,NULL,low,0.486375,Employed,4,112109
212,D00-SP,NULL,0.997248,3,NULL,low,0.981209,Employed,2,100737
206,D00-ENG,NULL,0.547376,3,NULL,low,0.757148,Employed,2,101535
177,D00-MT,NULL,0.50375,4,NULL,high,0.553778,Employed,2,114321
229,D00-MN,NULL,1,5,NULL,low,0.730708,Left,5,101190
286,D00-SS,NULL,0.618172,5,NULL,low,0.152899,Employed,3,111526
255,#NAME?,NULL,0.606735,3,NULL,low,0.677631,Employed,5,104644
151,D00-PD,NULL,0.775267,4,NULL,medium,0.973373,Employed,3,110915
199,D00-SS,NULL,0.893421,2,NULL,low,0.673859,Employed,2,116998
203,D00-SS,1,0.906227,5,NULL,medium,0.99088,Employed,5,145566
176,D00-MT,NULL,0.953064,5,NULL,low,0.538334,Employed,3,103843
143,#NAME?,NULL,0.509933,2,NULL,low,0.420451,Left,3,116131
255,D00-MN,NULL,0.826625,4,NULL,low,0.838863,Left,5,109097
151,D00-ENG,NULL,0.53579,2,NULL,medium,0.513013,Left,3,104234
268,D00-FN,NULL,0.563037,5,NULL,low,0.349359,Employed,3,118694
135,D00-SS,NULL,0.503997,2,NULL,low,0.443664,Left,3,135286
267,D00-SP,NULL,0.635618,3,NULL,medium,0.727593,Employed,3,100412
206,D00-PD,1,0.522484,3,NULL,medium,0.700359,Employed,3,103751
175,D00-SS,NULL,0.637374,3,NULL,low,0.95316,Employed,2,116225
165,D00-MN,NULL,NULL,6,NULL,medium,0.852374,Employed,3,117299
243,D00-SS,1,0.92909,3,NULL,medium,0.656204,Employed,3,113412
162,D00-FN,NULL,1,5,NULL,low,0.914395,Employed,3,115460
102,D00-SS,NULL,0.841405,3,NULL,medium,0.492575,Employed,3,116615
161,D00-ENG,NULL,0.976966,3,NULL,low,0.845956,Employed,3,108212
243,D00-ENG,NULL,NULL,5,NULL,low,0.753093,Employed,3,114909
173,#NAME?,1,NULL,2,NULL,low,0.706271,Employed,3,100707
254,D00-SS,NULL,0.482171,4,NULL,medium,0.677131,Employed,2,105838
203,D00-SP,NULL,0.760802,2,NULL,medium,0.854427,Employed,4,106115
242,D00-MN,NULL,0.960662,5,NULL,low,0.778257,Left,5,104067
261,D00-ENG,NULL,0.642844,4,NULL,low,0.963781,Employed,3,103493
159,D00-SP,NULL,0.765551,4,NULL,low,0.407685,Employed,5,111012
145,D00-FN,NULL,0.688422,3,NULL,low,0.685776,Employed,2,109122
178,D00-IT,NULL,0.548816,5,NULL,low,0.96306,Employed,3,115074
177,D00-AD,NULL,0.94606,4,NULL,low,0.988886,Employed,3,110033
104,D00-PD,NULL,0.525437,3,NULL,medium,0.989281,Employed,3,115782
178,D00-SS,1,0.639517,5,NULL,medium,0.853426,Employed,7,119489
134,D00-FN,NULL,0.507309,2,NULL,low,0.446784,Left,3,110688
250,D00-ENG,NULL,0.587087,4,NULL,medium,0.824547,Employed,3,115696
219,D00-SS,1,0.517559,4,NULL,medium,0.598769,Employed,4,112008
203,D00-IT,NULL,NULL,5,NULL,low,0.515213,Employed,2,111011
219,D00-ENG,NULL,0.916486,4,NULL,low,0.785479,Employed,2,116856
140,D00-SP,NULL,0.757946,4,NULL,low,0.577463,Employed,3,104582
204,D00-IT,NULL,0.975235,4,NULL,low,0.212499,Employed,6,117237
226,D00-SS,NULL,0.659448,3,NULL,low,0.69373,Employed,3,114881
248,D00-SP,NULL,0.691575,4,NULL,medium,0.215912,Employed,3,115462
175,D00-SS,1,0.936789,4,NULL,high,0.9671,Employed,3,108269
231,D00-SS,NULL,0.533486,3,NULL,low,0.518847,Employed,3,100470
189,D00-SS,NULL,0.801748,4,NULL,medium,0.557363,Employed,3,104863
180,D00-ENG,NULL,0.933865,5,NULL,high,0.640399,Employed,2,101130
236,D00-AD,NULL,0.474514,5,NULL,low,0.264522,Employed,4,105924
173,D00-SS,NULL,0.698146,4,NULL,medium,0.493913,Employed,3,112639
147,D00-FN,NULL,NULL,4,NULL,medium,0.647282,Employed,3,114004
269,D00-ENG,NULL,NULL,3,NULL,medium,0.838066,Employed,2,107548
159,D00-SS,NULL,0.533765,2,NULL,low,0.457841,Left,3,107299
152,D00-SS,NULL,0.538744,4,NULL,low,0.896599,Employed,3,111288
198,D00-MN,NULL,0.641581,4,NULL,medium,0.531464,Employed,2,109905
168,D00-SP,NULL,0.747792,2,NULL,low,0.869815,Employed,3,116850
145,D00-SP,1,0.849129,3,NULL,medium,0.87079,Employed,3,111733
229,D00-ENG,NULL,0.905118,4,NULL,low,0.676006,Employed,2,113443
167,#NAME?,1,NULL,4,NULL,medium,0.858297,Employed,3,110476
216,D00-SS,NULL,NULL,4,NULL,medium,0.778524,Employed,3,107013
140,D00-SS,NULL,0.449663,4,NULL,low,0.99081,Employed,3,146129
213,D00-SS,NULL,0.58017,3,NULL,low,0.339281,Employed,6,104481
182,D00-IT,NULL,0.48037,3,NULL,low,0.417015,Employed,2,101218
278,D00-SS,1,0.40351,2,NULL,low,0.467842,Employed,3,115496
88,D00-TP,NULL,NULL,1,NULL,medium,NULL,Employed,NULL,100881
156,D00-ENG,NULL,0.488729,2,NULL,high,0.439895,Left,3,106161
200,D00-SS,NULL,0.498927,5,NULL,low,0.776496,Employed,3,109480
151,D00-PD,NULL,0.46011,2,NULL,low,0.433366,Left,3,109343
210,D00-SS,1,0.846724,5,NULL,low,0.959369,Employed,2,113515
161,D00-MN,NULL,0.533407,4,NULL,high,0.499097,Employed,7,107652
304,D00-ENG,NULL,0.818054,6,NULL,low,0.0658422,Left,4,119702
255,D00-SS,NULL,0.753843,4,NULL,medium,0.535818,Employed,3,112830
151,D00-ENG,1,0.588328,5,NULL,low,0.242158,Employed,4,101329
179,D00-ENG,NULL,0.852492,5,NULL,low,0.81894,Employed,3,107832
258,D00-SP,NULL,1,5,NULL,high,0.865149,Left,5,113497
128,D00-SS,NULL,NULL,2,NULL,low,0.479284,Employed,3,136224
146,D00-MT,NULL,0.595167,4,NULL,low,0.547655,Employed,2,140512
252,D00-SS,1,0.562886,3,NULL,low,0.717449,Employed,4,105686
157,D00-SS,NULL,0.958484,4,NULL,medium,0.706403,Employed,2,118305
180,D00-MN,NULL,0.84612,3,1,high,0.494691,Employed,7,103978
139,NULL,1,0.700978,3,NULL,medium,0.87766,Employed,5,117076
129,D00-MN,NULL,0.482256,2,NULL,low,0.378168,Left,3,119640
257,D00-MT,1,0.772274,3,NULL,medium,0.55641,Employed,2,119473
149,NULL,NULL,1,3,NULL,medium,0.471986,Employed,2,107769
159,D00-SS,NULL,0.488214,4,NULL,low,0.511212,Employed,4,115492
266,D00-PD,NULL,0.886862,4,NULL,medium,0.474352,Employed,7,108414
201,D00-ENG,NULL,0.957792,5,NULL,low,0.970598,Employed,2,115266
145,D00-PD,NULL,0.692696,5,NULL,medium,0.941951,Employed,2,110274
178,D00-SP,NULL,0.789692,3,NULL,low,0.793218,Employed,3,109854
194,D00-IT,NULL,0.459518,2,NULL,low,0.536519,Employed,2,118481
214,D00-SP,NULL,0.84294,3,NULL,medium,0.0873923,Left,2,119945
247,D00-MN,NULL,0.95336,4,NULL,medium,0.578491,Employed,2,119916
146,#NAME?,NULL,0.935399,3,NULL,medium,0.572849,Employed,3,114068
175,D00-IT,NULL,0.661831,3,NULL,medium,0.732775,Employed,2,101119
202,D00-MT,NULL,0.69908,3,NULL,low,0.520273,Employed,3,112432
247,D00-MN,NULL,0.526799,4,NULL,low,0.599595,Employed,2,115786
143,D00-SS,NULL,0.62818,5,NULL,medium,0.862726,Employed,3,114816
145,D00-SP,NULL,0.443188,3,NULL,medium,0.474151,Employed,2,117755
249,D00-PD,NULL,0.795131,4,NULL,medium,0.592333,Employed,10,119729
210,D00-MN,NULL,0.962917,5,1,medium,0.148425,Employed,7,112027
290,D00-SP,NULL,0.867822,6,NULL,low,0.152596,Left,4,110960
151,D00-PD,NULL,NULL,5,NULL,medium,0.969617,Employed,3,115741
271,D00-SS,NULL,0.610406,5,NULL,low,0.568974,Employed,2,103659
264,D00-PD,1,0.597468,4,NULL,low,0.521016,Employed,2,109027
179,D00-SP,NULL,0.387612,2,1,low,0.678933,Employed,5,119802
187,NULL,NULL,0.818798,5,NULL,medium,0.778071,Employed,4,107551
246,D00-ENG,NULL,0.57728,3,NULL,medium,0.707608,Employed,3,101278
244,D00-ENG,NULL,0.686773,5,NULL,low,0.879975,Employed,2,118138
218,D00-SS,NULL,0.703423,6,NULL,medium,0.399756,Employed,6,104966
206,D00-IT,NULL,0.637246,3,NULL,medium,0.558584,Employed,2,112336
206,D00-SS,NULL,0.880262,4,NULL,medium,0.80109,Employed,2,116733
138,D00-MT,NULL,NULL,3,NULL,medium,0.762393,Employed,3,106428
255,D00-ENG,NULL,0.870243,3,NULL,low,0.932176,Employed,2,112060
228,D00-SP,NULL,0.62789,4,NULL,low,0.910682,Employed,4,110854
288,D00-SS,NULL,0.826639,6,NULL,medium,0.0994503,Left,4,106793
142,D00-SP,NULL,0.661502,6,NULL,low,0.099552,Employed,5,102576
213,D00-IT,NULL,0.508523,4,NULL,low,0.631126,Employed,2,104805
160,D00-SS,NULL,0.762118,3,NULL,medium,0.838713,Employed,3,112434
239,D00-FN,NULL,0.795125,3,NULL,high,0.561629,Employed,8,115042
156,D00-SS,NULL,0.950516,5,NULL,medium,0.84014,Employed,4,108770
149,D00-PD,NULL,0.522762,3,NULL,low,0.784819,Employed,10,116744
229,D00-ENG,NULL,NULL,4,NULL,high,0.6937,Employed,2,138103
179,D00-SS,NULL,0.831341,5,NULL,low,0.623283,Employed,2,107969
249,D00-MT,NULL,0.838055,4,NULL,low,0.862592,Left,6,101334
210,D00-PD,NULL,0.953588,4,NULL,low,0.670038,Employed,3,109273
256,D00-ENG,NULL,NULL,3,NULL,low,0.70895,Employed,3,145681
165,D00-IT,1,0.698451,3,NULL,low,0.636434,Employed,3,117239
215,D00-SS,NULL,0.515295,5,NULL,low,0.834439,Employed,2,105315
152,D00-ENG,NULL,0.543765,2,NULL,low,0.395785,Left,3,113862
222,D00-ENG,NULL,0.596829,4,NULL,medium,0.572247,Employed,3,117490
277,D00-SP,NULL,0.679229,5,NULL,medium,0.0892722,Employed,3,114042
240,D00-FN,NULL,0.929013,4,NULL,low,0.767118,Employed,4,105122
226,D00-SS,NULL,0.919898,3,NULL,low,0.456922,Employed,3,117271
139,D00-SS,NULL,0.776091,4,NULL,low,0.64021,Employed,3,105597
270,D00-ENG,NULL,0.650739,5,NULL,high,0.639272,Employed,3,108570
